/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch0,91.0,29.0,68.13186813186813
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch1,95.0,33.0,65.26315789473684
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch2,93.0,29.0,68.81720430107526
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch3,95.0,37.5,60.526315789473685
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch4,95.0,40.0,57.89473684210526
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch5,94.5,43.5,53.96825396825397
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch6,95.0,44.5,53.1578947368421
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch7,95.0,48.0,49.473684210526315
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch8,95.5,46.0,51.832460732984295
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch9,95.5,44.0,53.92670157068063
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch10,94.0,46.5,50.53191489361702
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch11,95.0,47.5,50.0
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch12,95.5,52.5,45.026178010471206
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch13,94.5,50.5,46.560846560846564
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch14,96.0,52.0,45.833333333333336
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch15,96.0,51.0,46.875
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch16,95.0,51.5,45.78947368421053
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch17,96.0,52.0,45.833333333333336
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch18,95.0,54.0,43.1578947368421
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch19,95.5,54.5,42.931937172774866
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch20,96.0,53.0,44.791666666666664
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch21,95.5,52.0,45.54973821989529
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch22,95.0,55.0,42.10526315789474
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch23,95.5,57.5,39.79057591623037
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch24,95.5,58.0,39.26701570680628
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch25,96.0,55.0,42.708333333333336
/hdd1/jianwei/workspace/robust_ticket_soups/dense/agnews/outputs2/finetune_ag_news_lr2e-05_epochs30_seed302_time1687066244957/epoch26,96.0,56.5,41.145833333333336
