/hdd1/jianwei/workspace/robust_ticket_soups/dense/imdb/outputs2/finetune_imdb_lr3e-05_epochs30_seed302_time1687293325341/epoch20,89.0,23.0,74.15730337078652
/hdd1/jianwei/workspace/robust_ticket_soups/dense/imdb/outputs2/finetune_imdb_lr3e-05_epochs30_seed302_time1687293325341/epoch21,90.0,26.0,71.11111111111111
/hdd1/jianwei/workspace/robust_ticket_soups/dense/imdb/outputs2/finetune_imdb_lr3e-05_epochs30_seed302_time1687293325341/epoch22,91.0,27.0,70.32967032967034
/hdd1/jianwei/workspace/robust_ticket_soups/dense/imdb/outputs2/finetune_imdb_lr3e-05_epochs30_seed302_time1687293325341/epoch23,91.0,28.0,69.23076923076923
/hdd1/jianwei/workspace/robust_ticket_soups/dense/imdb/outputs2/finetune_imdb_lr3e-05_epochs30_seed302_time1687293325341/epoch24,91.0,29.0,68.13186813186813
/hdd1/jianwei/workspace/robust_ticket_soups/dense/imdb/outputs2/finetune_imdb_lr3e-05_epochs30_seed302_time1687293325341/epoch25,91.0,30.0,67.03296703296704
/hdd1/jianwei/workspace/robust_ticket_soups/dense/imdb/outputs2/finetune_imdb_lr3e-05_epochs30_seed302_time1687293325341/epoch26,91.0,34.0,62.637362637362635
/hdd1/jianwei/workspace/robust_ticket_soups/dense/imdb/outputs2/finetune_imdb_lr3e-05_epochs30_seed302_time1687293325341/epoch27,91.0,28.0,69.23076923076923
/hdd1/jianwei/workspace/robust_ticket_soups/dense/imdb/outputs2/finetune_imdb_lr3e-05_epochs30_seed302_time1687293325341/epoch28,91.0,32.0,64.83516483516483
/hdd1/jianwei/workspace/robust_ticket_soups/dense/imdb/outputs2/finetune_imdb_lr3e-05_epochs30_seed302_time1687293325341/epoch29,91.0,35.0,61.53846153846154
